Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
LED90,LED,LED_THT_2.54mm,99.218749,-169.536999,0.0,top
LED91,LED,LED_THT_2.54mm,56.356249,-169.536999,0.0,top
LED92,LED,LED_THT_2.54mm,342.106249,-169.536999,0.0,top
LED93,LED,LED_THT_2.54mm,323.056249,-169.536999,0.0,top
LED94,LED,LED_THT_2.54mm,125.412499,-169.536999,0.0,top
LED95,LED,LED_THT_2.54mm,75.406249,-188.586999,0.0,top
LED96,LED,LED_THT_2.54mm,363.537499,-188.586999,0.0,top
LED97,LED,LED_THT_2.54mm,361.156249,-188.586999,180.0,top
LED98,LED,LED_THT_2.54mm,339.724999,-188.586999,0.0,top
LED99,LED,LED_THT_2.54mm,337.343749,-188.586999,180.0,top
LED100,LED,LED_THT_2.54mm,315.912499,-188.586999,0.0,top
LED101,LED,LED_THT_2.54mm,313.753499,-188.586999,180.0,top
LED102,LED,LED_THT_2.54mm,244.474999,-188.586999,0.0,top
LED103,LED,LED_THT_2.54mm,232.568749,-188.586999,0.0,top
LED104,LED,LED_THT_2.54mm,173.037499,-188.586999,0.0,top
LED105,LED,LED_THT_2.54mm,151.606249,-188.586999,0.0,top
LED106,LED,LED_THT_2.54mm,149.224999,-188.586999,180.0,top
LED107,LED,LED_THT_2.54mm,127.793749,-188.586999,0.0,top
LED108,LED,LED_THT_2.54mm,125.412499,-188.586999,180.0,top
LED109,LED,LED_THT_2.54mm,103.981249,-188.586999,0.0,top
LED110,LED,LED_THT_2.54mm,101.599999,-188.586999,180.0,top
LED111,LED,LED_THT_2.54mm,56.356249,-188.586999,0.0,top
LED112,LED,LED_THT_2.54mm,37.306249,-188.586999,0.0,top
Q1,DTC123JKAT146,SOT-23,40.968749,-144.158874,180.0,top
Q2,AO3401A,SOT-23,90.568749,-137.628874,90.0,top
Q3,DTC123JKAT146,SOT-23,90.574998,-129.133662,90.0,top
Q4,DTC123JKAT146,SOT-23,353.774998,-153.733662,180.0,top
R1,1.5k,R_0402_1005Metric,60.574277,-150.3395,180.0,top
R2,1.5k,R_0402_1005Metric,60.574277,-148.3395,180.0,top
R3,10k,R_0805_2012Metric,50.206249,-91.906999,0.0,top
R4,1.5k,R_0402_1005Metric,69.32425,-140.339501,90.0,top
R5,100R,R_0805_2012Metric,40.768749,-148.558874,0.0,top
R6,0R,R_0805_2012Metric,77.406249,-137.106999,-90.0,top
R7,100k,R_0805_2012Metric,70.318749,-95.494499,180.0,top
R8,100k,R_0805_2012Metric,60.718749,-92.094499,90.0,top
R9,5.1k,R_0805_2012Metric,83.918749,-88.694499,90.0,bottom
R10,330k,R_0805_2012Metric,46.568749,-151.158874,0.0,top
R11,5.1k,R_0805_2012Metric,90.718749,-80.778853,90.0,bottom
R12,1M,R_0805_2012Metric,46.568749,-156.189499,0.0,top
R13,10k,R_0805_2012Metric,37.168749,-173.558874,180.0,top
R14,10k,R_0805_2012Metric,89.368749,-133.228874,-90.0,top
R15,100,R_0805_2012Metric,91.768749,-133.228874,-90.0,top
R16,1k,R_0805_2012Metric,365.918749,-92.146374,180.0,top
R17,1k,R_0805_2012Metric,342.106249,-92.146374,180.0,top
R18,1k,R_0805_2012Metric,325.437499,-92.146374,180.0,top
R19,1k,R_0805_2012Metric,306.387499,-92.146374,0.0,top
R20,1k,R_0805_2012Metric,287.337499,-92.146374,0.0,top
R21,1k,R_0805_2012Metric,265.906249,-92.146374,180.0,top
R22,1k,R_0805_2012Metric,242.093749,-92.146374,180.0,top
R23,1k,R_0805_2012Metric,223.043749,-92.146374,180.0,top
R24,1k,R_0805_2012Metric,203.993749,-92.146374,180.0,top
R25,1k,R_0805_2012Metric,183.165749,-92.146374,180.0,top
R26,1k,R_0805_2012Metric,159.353249,-92.146374,180.0,top
R27,1k,R_0805_2012Metric,140.303249,-92.146374,180.0,top
R28,1k,R_0805_2012Metric,121.253249,-92.146374,180.0,top
R29,1k,R_0805_2012Metric,56.356249,-92.146374,180.0,top
R30,1k,R_0805_2012Metric,99.218749,-92.146374,180.0,top
R31,1k,R_0805_2012Metric,75.406249,-92.146374,180.0,top
R32,1k,R_0805_2012Metric,37.306249,-92.146374,180.0,top
R33,1k,R_0805_2012Metric,365.918749,-115.958874,180.0,top
R34,1k,R_0805_2012Metric,346.887499,-115.958874,180.0,top
R35,1k,R_0805_2012Metric,327.818749,-115.958874,180.0,top
R36,1k,R_0805_2012Metric,308.768749,-115.958874,180.0,top
R37,1k,R_0805_2012Metric,289.718749,-115.958874,180.0,top
R38,1k,R_0805_2012Metric,270.668749,-115.958874,180.0,top
R39,1k,R_0805_2012Metric,251.618749,-115.958874,180.0,top
R40,1k,R_0805_2012Metric,232.568749,-115.958874,180.0,top
R41,1k,R_0805_2012Metric,219.868749,-112.386999,180.0,top
R42,1k,R_0805_2012Metric,200.468749,-112.386999,180.0,top
R43,1k,R_0805_2012Metric,175.418749,-115.958874,180.0,top
R44,1k,R_0805_2012Metric,156.368749,-115.958874,180.0,top
R45,1k,R_0805_2012Metric,137.318749,-115.958874,180.0,top
R46,1k,R_0805_2012Metric,127.793749,-115.958874,180.0,top
R47,1k,R_0805_2012Metric,113.756249,-112.356999,90.0,top
R48,1k,R_0805_2012Metric,75.406249,-115.958874,180.0,top
R49,1k,R_0805_2012Metric,50.403124,-113.577624,180.0,top
R50,1k,R_0805_2012Metric,42.068749,-112.386999,90.0,top
R51,1k,R_0805_2012Metric,361.156249,-135.008874,180.0,top
R52,1k,R_0805_2012Metric,337.343749,-135.008874,180.0,top
R53,1k,R_0805_2012Metric,318.293749,-135.008874,180.0,top
R54,1k,R_0805_2012Metric,299.243749,-135.008874,180.0,top
R55,1k,R_0805_2012Metric,280.193749,-135.008874,180.0,top
R56,1k,R_0805_2012Metric,261.143749,-135.008874,180.0,top
R57,1k,R_0805_2012Metric,242.093749,-135.008874,180.0,top
R58,1k,R_0805_2012Metric,223.043749,-135.008874,180.0,top
R59,1k,R_0805_2012Metric,203.993749,-135.008874,180.0,top
R60,1k,R_0805_2012Metric,184.943749,-135.008874,180.0,top
R61,1k,R_0805_2012Metric,165.893749,-135.008874,180.0,top
R62,1k,R_0805_2012Metric,146.843749,-135.008874,180.0,top
R63,1k,R_0805_2012Metric,134.774249,-135.008874,180.0,top
R64,1k,R_0805_2012Metric,113.518749,-132.694499,180.0,top
R65,1k,R_0805_2012Metric,70.168749,-130.758874,-90.0,top
R66,1k,R_0805_2012Metric,56.356249,-135.008874,180.0,top
R67,1k,R_0805_2012Metric,37.306249,-135.008874,180.0,top
R68,1k,R_0805_2012Metric,113.518749,-129.894499,0.0,top
R69,1k,R_0805_2012Metric,359.974998,-154.058874,180.0,top
R70,1k,R_0805_2012Metric,332.581249,-154.058874,180.0,top
R71,1k,R_0805_2012Metric,313.531249,-154.058874,180.0,top
R72,1k,R_0805_2012Metric,294.481249,-154.058874,180.0,top
R73,1k,R_0805_2012Metric,257.571874,-154.058874,180.0,top
R74,1k,R_0805_2012Metric,237.331249,-154.058874,180.0,top
R75,1k,R_0805_2012Metric,218.281249,-154.058874,180.0,top
R76,1k,R_0805_2012Metric,142.081249,-154.058874,180.0,top
R77,1k,R_0805_2012Metric,128.984374,-150.486999,180.0,top
R78,1k,R_0805_2012Metric,275.431249,-154.058874,180.0,top
R79,1k,R_0805_2012Metric,199.231249,-154.058874,180.0,top
R80,1k,R_0805_2012Metric,180.181249,-154.058874,180.0,top
R81,1k,R_0805_2012Metric,161.131249,-154.058874,180.0,top
R82,1k,R_0805_2012Metric,117.3,-151.544499,-90.0,top
R83,1k,R_0805_2012Metric,348.059374,-173.108874,180.0,top
R84,1k,R_0805_2012Metric,318.65,-169.574251,-90.0,top
R85,1k,R_0805_2012Metric,134.024999,-166.838249,180.0,top
R86,1k,R_0805_2012Metric,358.774999,-173.108874,180.0,top
R87,1k,R_0805_2012Metric,354.012499,-173.108874,180.0,top
R88,1k,R_0805_2012Metric,303.968749,-172.158874,180.0,top
R89,1k,R_0805_2012Metric,279.637499,-168.974251,90.0,top
R90,1k,R_0805_2012Metric,260.481249,-169.219499,90.0,top
R91,1k,R_0805_2012Metric,222.381249,-169.219499,90.0,top
R92,1k,R_0805_2012Metric,203.331249,-169.219499,90.0,top
R93,1k,R_0805_2012Metric,184.3,-169.744499,90.0,top
R94,1k,R_0805_2012Metric,165.231249,-169.219499,-90.0,top
R95,1k,R_0805_2012Metric,146.3,-168.944499,-90.0,top
R96,1k,R_0805_2012Metric,121.1,-169.544499,-90.0,top
